Proteins,isoelectric point,negatively charged particle,positively charged particle,absorbance
YLL047W,9.32318,5,12,0.74478
YLL048C,8.25726,171,177,1.29121
YLL049W,4.6579,25,17,0.93708
YLL050C,5.05206,22,18,1.00971
YLL059C,9.23553,11,18,0.71049
YLL061W,8.2099,41,45,1.49283
YLL062C,5.3681,43,33,1.39945
YLL067W-A,9.69305,7,15,0.7234
YLR001C,5.96368,94,82,0.79479
YLR002C,5.72626,108,98,0.47419
YLR003C,8.21906,51,53,0.36444
YLR004C,8.59222,39,46,1.32409
YLR005W,8.00482,59,62,0.51463
YLR006C,6.75299,77,75,0.83231
YLR007W,5.16302,44,31,1.32102
YLR008C,9.49457,13,19,0.33277
YLR009W,9.61456,36,49,0.50406
YLR011W,5.73566,24,20,1.28311
YLR014C,7.11884,109,109,1.07708
YLR015W,5.78021,77,69,1.22689
YLR016C,5.08954,36,27,0.94659
YLR018C,9.80414,21,35,0.99454
YLR019W,4.612,67,31,0.69978
YLR021W,4.69781,27,17,0.80656
YLR024C,5.93182,236,207,1.09514
YLR025W,4.66156,49,30,0.40761
YLR026C,6.48749,42,41,0.61716
YLR027C,8.45428,39,42,1.18028
YLR028C,6.11615,73,67,0.86831
YLR030W,5.76337,42,36,0.44439
YLR031W,8.51508,30,32,0.33142
YLR034C,8.39276,29,33,1.08219
YLR035C,8.30829,90,94,0.77888
YLR037C,4.91656,11,7,1.20884
YLR038C,5.18341,13,9,2.75547
YLR039C,5.9433,144,128,1.09139
YLR042C,6.52032,6,6,0.359
YLR044C,5.79584,59,50,1.04611
YLR045C,8.68085,124,132,0.72852
YLR049C,8.04816,48,50,0.94388
YLR050C,9.40387,9,16,2.66103
YLR051C,9.48883,40,50,0.7197
YLR052W,5.91364,35,30,0.45853
YLR053C,5.13544,19,13,0.36201
YLR054C,6.20868,95,87,0.94204
YLR055C,4.28693,123,50,0.9982
YLR056W,7.31061,34,34,1.99627
YLR057W,5.48224,114,99,0.94947
YLR058C,6.97589,55,54,0.98424
YLR059C,6.55804,34,32,1.21154
YLR064W,10.09344,8,28,1.3704
YLR066W,8.6485,19,21,1.84645
YLR067C,9.33929,96,129,1.35714
YLR070C,5.78363,44,37,0.40868
YLR071C,8.86725,104,116,0.77276
YLR072W,5.86432,84,75,1.1864
YLR073C,9.28204,17,24,0.73371
YLR074C,8.98468,21,25,0.8738
YLR076C,4.33868,18,8,1.38823
YLR077W,9.02094,66,79,1.61518
YLR078C,8.90533,26,29,0.83346
YLR079W,7.89459,42,43,0.26317
YLR080W,9.20392,55,66,1.19272
YLR081W,7.00458,45,45,1.82514
YLR082C,7.67609,60,61,0.75976
YLR083C,6.40656,55,51,1.64424
YLR086W,5.91974,243,225,0.35037
YLR087C,5.63153,389,325,1.19041
YLR090W,5.79938,71,60,0.83736
YLR093C,5.43573,29,24,0.94273
YLR094C,8.76654,65,71,0.90798
YLR096W,9.42853,108,137,0.6497
YLR097C,7.58734,50,51,1.66919
YLR098C,6.55963,75,73,1.2492
YLR102C,5.34467,47,35,0.8154
YLR103C,4.63141,107,67,1.18636
YLR104W,8.4201,11,14,1.20361
YLR105C,8.57782,50,54,1.58597
YLR106C,4.89557,797,564,0.89488
YLR108C,7.83087,60,62,0.78606
YLR109W,5.0069,21,15,1.63829
YLR110C,4.53876,8,3,0.67816
YLR113W,5.27423,56,38,0.92309
YLR115W,7.50836,114,115,0.89878
YLR116W,9.72284,44,69,0.51826
YLR117C,5.46429,117,102,1.99093
YLR119W,9.05548,34,39,0.85875
YLR121C,8.79071,39,45,0.94796
YLR124W,9.27972,6,13,2.32078
YLR125W,4.3327,32,14,1.3962
YLR127C,6.24945,110,102,1.23689
YLR128W,4.76422,46,30,1.78445
YLR129W,5.69147,136,115,1.30622
YLR131C,8.47345,92,97,0.4825
YLR133W,5.46783,78,67,1.54578
YLR134W,5.99359,60,52,1.06313
YLR135W,4.87067,120,89,0.43409
YLR136C,9.10431,28,39,1.14486
YLR141W,6.38629,57,53,1.59431
YLR143W,5.56891,90,71,0.86804
YLR144C,5.20624,85,60,1.47225
YLR146C,5.01434,41,28,0.98312
YLR147C,9.98566,9,14,0.13275
YLR148W,6.50787,118,113,1.31996
YLR150W,9.65607,40,52,0.33239
YLR151C,6.15302,50,45,1.50889
YLR153C,6.20673,80,71,1.56894
YLR154C,4.69257,17,12,0.71625
YLR158C,4.68903,37,23,1.16476
YLR163C,6.53729,54,52,1.00748
YLR166C,5.90216,113,101,0.65028
YLR168C,8.25226,28,30,1.44986
YLR170C,6.42169,21,20,0.98033
YLR171W,9.34711,3,10,1.9773
YLR172C,4.84393,48,31,1.28475
YLR174W,5.82123,60,53,1.13731
YLR175W,9.01508,79,92,1.00513
YLR176C,8.96942,68,82,0.60624
YLR177W,8.81195,62,69,0.78216
YLR180W,5.04327,57,42,1.03987
YLR181C,4.49469,70,39,0.93474
YLR182W,4.74017,140,87,0.59166
YLR186W,8.65411,31,35,0.49113
YLR190W,7.53546,67,68,0.30429
YLR191W,8.96857,37,42,1.24785
YLR192C,5.02887,55,45,0.65891
YLR196W,4.45551,111,56,1.15732
YLR197W,8.95477,79,89,0.59529
YLR198C,9.42255,1,7,1.92928
YLR199C,4.70001,32,21,1.08096
YLR200W,4.69928,24,16,0.23374
YLR201C,8.86334,27,31,1.02209
YLR202C,9.55341,4,10,1.6747
YLR203C,8.84222,48,54,1.33197
YLR204W,11.89728,5,27,0.55707
YLR207W,6.15253,92,82,1.52268
YLR208W,5.44916,40,28,2.82378
YLR209C,6.79474,30,29,0.65339
YLR211C,5.55768,35,33,0.71511
YLR212C,4.55524,64,34,0.84985
YLR214W,9.28009,53,78,1.76652
YLR215C,4.64679,65,38,1.4303
YLR216C,5.83575,57,52,0.51662
YLR219W,9.13544,81,92,0.51807
YLR220W,4.96625,36,28,0.75622
YLR221C,4.78754,48,34,0.18129
YLR222C,5.22369,109,82,1.20745
YLR223C,4.51776,250,136,0.46518
YLR224W,6.37555,40,37,2.01469
YLR225C,7.98846,54,56,0.99639
YLR226W,7.91864,54,56,0.99464
YLR227C,5.89532,67,60,1.19777
YLR229C,6.30377,23,22,0.78814
YLR233C,9.39825,76,103,1.01315
YLR234W,8.71271,79,87,1.27276
YLR238W,9.1358,61,72,0.31456
YLR239C,9.27789,35,47,0.41464
YLR240W,7.83832,108,110,1.0708
YLR241W,8.28119,73,77,1.45692
YLR245C,6.79388,13,13,0.71415
YLR246W,9.48151,23,40,1.61162
YLR247C,6.10492,223,201,0.86597
YLR248W,5.28705,99,80,0.63891
YLR249W,5.73309,150,129,0.795
YLR251W,9.9057,11,25,2.40085
YLR252W,9.34064,6,10,3.40185
YLR254C,5.40546,29,25,0.15002
YLR258W,5.91351,96,81,1.09999
YLR259C,5.22699,83,72,0.18197
YLR261C,11.0036,3,25,1.75795
YLR262C,5.66229,33,31,0.95423
YLR264W,10.78046,9,14,0
YLR265C,8.08551,43,45,0.56704
YLR266C,6.42157,84,81,0.9988
YLR267W,6.06476,65,60,0.78282
YLR268W,6.74506,26,26,1.16253
YLR271W,6.10797,51,49,0.77834
YLR273C,5.09003,94,69,1.06311
YLR274W,5.49811,98,83,0.50243
YLR275W,9.20404,16,19,0.43765
YLR276C,9.2215,79,96,0.44704
YLR277C,5.07306,115,78,0.58285
YLR281C,10.52362,21,38,0.48663
YLR284C,8.39227,31,34,0.98176
YLR287C,4.94659,63,49,0.70968
YLR288C,5.18903,68,49,0.87741
YLR289W,9.2088,80,95,0.7226
YLR291C,7.74078,42,43,0.54723
YLR292C,5.56244,25,22,0.66437
YLR293C,6.11505,28,26,1.22067
YLR294C,9.77887,6,15,1.11011
YLR295C,4.62994,23,13,1.10386
YLR297W,4.58807,19,10,0.00896
YLR298C,10.11285,22,49,0.8279
YLR299W,5.55902,82,65,1.20348
YLR300W,4.57416,65,34,2.4114
YLR301W,5.10065,31,23,1.7838
YLR303W,5.97394,48,39,1.06686
YLR304C,8.17169,94,97,1.05597
YLR305C,7.24884,203,202,0.90543
YLR306W,5.49774,26,23,0.62845
YLR310C,6.66473,187,181,0.78458
YLR312C,9.6944,48,71,1.51971
YLR313C,9.01752,80,91,0.32775
YLR314C,5.32465,91,72,0.62836
YLR315W,4.59454,23,12,0.72501
YLR317W,9.93524,4,16,1.57832
YLR319C,7.61505,114,115,0.47283
YLR320W,5.84222,201,177,0.81652
YLR321C,5.02765,64,43,0.79474
YLR322W,8.73566,6,10,0.53446
YLR324W,5.63654,69,63,1.69801
YLR325C,10.93036,5,19,0.16881
YLR326W,9.43134,22,34,1.82838
YLR327C,9.75165,9,14,1.57317
YLR328W,6.40192,56,50,0.89057
YLR329W,5.86627,26,23,1.10016
YLR332W,5.37665,28,23,0.63314
YLR334C,6.88202,8,8,0.44207
YLR335W,6.8045,104,104,0.1164
YLR337C,9.8902,43,66,0.12071
YLR339C,9.83148,8,21,1.14698
YLR340W,4.75006,44,28,0.56085
YLR342W,6.84039,189,184,1.65296
YLR343W,4.87286,81,55,1.10164
YLR345W,6.01202,70,62,0.83138
YLR347C,4.51556,107,62,0.91411
YLR350W,8.00311,18,19,1.52609
YLR351C,7.09222,34,34,0.68405
YLR352W,7.35736,90,90,1.21787
YLR353W,5.88055,77,66,0.48312
YLR354C,6.08746,48,46,0.7463
YLR355C,9.10419,46,54,1.51427
YLR358C,7.58539,15,16,0.46738
YLR359W,6.00909,65,58,0.98881
YLR362W,6.74066,90,87,0.62996
YLR363C,5.58954,32,29,1.19435
YLR366W,11.52582,4,19,1.71932
YLR368W,5.93658,83,74,1.47183
YLR369W,6.0871,86,83,0.2694
YLR370C,7.75507,18,19,0.85867
YLR371W,9.2641,135,168,0.71376
YLR372W,9.35663,16,29,2.03688
YLR373C,5.05536,106,72,0.71089
YLR377C,5.64337,40,33,0.6543
YLR378C,9.38641,30,41,1.03323
YLR383W,7.21173,177,177,0.46556
YLR384C,4.95087,214,153,0.89687
YLR385C,5.8526,15,13,0.50925
YLR386W,5.31854,115,93,0.71007
YLR387C,7.5733,62,63,0.6431
YLR390W-A,5.68573,16,14,0.23509
YLR392C,8.89667,59,66,0.85027
YLR393W,9.56049,29,42,1.45777
YLR394W,10.16901,27,64,0.24451
YLR396C,5.13287,94,69,0.97962
YLR397C,5.49176,106,89,0.3917
YLR398C,6.31256,185,175,0.68268
YLR399C,5.74701,108,98,0.53328
YLR401C,7.17389,96,96,1.07762
YLR403W,6.19696,61,47,0.53734
YLR411W,7.93915,24,26,2.15173
YLR412W,6.67084,40,39,1.09614
YLR416C,8.89984,9,13,0.34623
YLR417W,5.97235,71,64,0.76277
YLR418C,7.71893,49,50,1.20963
YLR421C,4.48676,30,17,1.49258
YLR422W,7.88007,223,227,0.94595
YLR423C,4.96881,72,57,0.82991
YLR424W,5.14056,120,90,1.44712
YLR425W,6.41241,165,157,0.9451
YLR426W,9.18512,25,36,0.93425
YLR427W,8.74884,87,97,0.65189
YLR428C,9.94513,5,13,1.31052
YLR429W,5.63849,104,91,0.96978
YLR430W,8.78217,271,298,0.80099
YLR432W,7.04376,54,54,0.45499
YLR433C,6.24689,80,75,0.88935
YLR434C,9.48444,10,18,0.52648
YLR435W,4.10907,55,21,1.37289
YLR436C,7.24506,112,111,0.98972
YLR438C-A,4.28656,18,8,0.32203
YLR438W,6.46344,44,39,0.85472
YLR439W,7.21332,43,43,0.91534
YLR440C,4.81525,116,73,1.14424
YLR441C,9.99738,29,49,0.49073
YLR442C,6.02118,145,136,0.77349
YLR446W,5.55548,43,34,0.8823
YLR447C,4.47882,52,27,1.35812
YLR449W,4.58148,94,59,0.53539
YLR450W,7.50372,95,96,0.89424
YLR451W,5.78058,111,98,1.00837
YLR452C,8.75177,77,86,0.82217
YLR453C,9.19952,44,56,0.50337
YLR454W,8.18878,329,338,0.90383
YLR455W,9.35846,47,59,0.73054
YLR456W,5.85553,24,20,0.69999
YLR457C,10.1662,43,72,0.55283
YLR459W,9.11969,15,22,1.66068
YLR465C,9.8028,7,12,1.05016
YML001W,4.78485,31,22,0.88706
YML006C,4.81561,114,68,0.94201
YML007W,4.79559,103,72,0.42271
YML008C,5.54413,56,47,1.43379
YML009C,10.76801,4,19,0.56068
YML010W,5.09344,168,133,1.01294
YML011C,4.66669,29,19,0.86753
YML012W,5.35602,32,27,1.0039
YML014W,8.51202,39,42,1.79942
YML015C,5.5025,48,43,1.16818
YML016C,8.50665,77,83,0.72629
YML019W,8.68365,21,26,1.45671
YML020W,8.05499,85,87,1.24525
YML022W,5.03278,24,18,0.44034
YML023C,5.69635,66,56,0.90639
YML025C,9.61786,31,40,0.5449
YML028W,5.02826,26,20,1.12092
YML029W,4.99469,115,78,1.10355
YML031W,8.54657,61,66,1.01521
YML032C,8.21967,64,66,0.49902
YML036W,5.91193,25,24,0.38477
YML037C,6.47809,52,50,0.85396
YML038C,7.04279,33,33,1.23906
YML041C,9.58954,29,46,0.75747
YML042W,8.35443,75,79,1.35401
YML046W,8.50104,73,78,1.76542
YML048W,6.63727,52,51,1.42951
YML049C,5.5213,172,133,0.78699
YML051W,7.72858,38,39,1.02498
YML054C,8.59296,75,81,0.95074
YML055W,9.2215,22,28,1.45998
YML056C,8.38983,51,55,0.48738
YML057W,5.92438,81,68,0.8979
YML058W,4.72467,14,9,0.72714
YML059C,8.15887,164,168,0.93079
YML060W,8.89484,44,52,1.37608
YML061C,9.05902,120,134,0.62592
YML062C,4.43048,102,54,0.66751
YML064C,9.40448,20,27,0.69735
YML065W,5.5163,152,135,0.87108
YML067C,4.75275,50,35,1.28485
YML069W,4.75262,101,68,0.82827
YML070W,5.24896,75,60,0.45036
YML071C,4.63409,131,83,0.40958
YML074C,4.36188,118,60,0.43821
YML075C,8.23627,102,107,0.82418
YML081C-A,9.69623,5,9,1.4908
YML085C,4.9599,65,43,1.03786
YML091C,6.31696,139,131,0.83188
YML092C,5.51947,31,27,0.95355
YML095C,8.86847,23,26,1.0705
YML098W,5.65582,32,30,0.32459
YML099C,6.64471,110,106,1.31685
YML100W,6.17023,123,111,0.96381
YML102W,5.91437,53,46,1.28991
YML103C,5.38654,186,151,0.73721
YML104C,6.00824,152,138,0.68122
YML105C,9.14032,39,46,0.29885
YML108W,4.51385,26,14,0.69738
YML109W,5.22443,152,113,0.46514
YML111W,8.17377,115,119,0.53949
YML112W,5.88055,43,36,1.20286
YML115C,5.22235,78,58,1.27048
YML117W,6.54181,122,116,0.64148
YML121W,8.46283,35,38,0.68555
YML123C,5.98126,55,45,1.25502
YML124C,5.05341,64,44,1.04008
YML125C,5.33954,41,32,1.47151
YML126C,8.35919,56,60,1.17645
YML129C,6.55011,6,6,1.81432
YMR001C,9.06024,91,106,0.83136
YMR002W,8.85724,9,12,0.38754
YMR003W,10.01727,15,32,0.70225
YMR009W,5.17963,31,22,1.33578
YMR012W,5.99323,178,159,0.78188
YMR014W,8.86273,92,101,0.96248
YMR017W,9.27948,59,72,0.60627
YMR019W,6.97711,107,105,1.27518
YMR020W,5.4278,69,55,1.12006
YMR021C,6.69696,49,47,0.72609
YMR022W,5.05548,21,16,1.23298
YMR024W,9.46796,35,50,1.14718
YMR025W,5.14777,45,37,0.88096
YMR026C,9.25348,34,47,1.4096
YMR032W,9.1236,84,96,0.88327
YMR033W,5.02863,68,50,0.99617
YMR036C,7.26422,70,70,0.37249
YMR041C,5.39349,45,35,1.08163
YMR042W,5.15265,28,23,0.23579
YMR043W,4.97223,34,19,0.23094
YMR047C,9.36505,58,75,0.18377
YMR048W,4.76947,62,41,0.78519
YMR049C,5.03729,146,107,1.28517
YMR052W,7.70563,33,34,1.02094
YMR053C,6.21857,117,110,1.15219
YMR054W,5.22211,111,81,1.25984
YMR055C,8.79547,27,32,1.04547
YMR056C,9.71991,23,39,1.14962
YMR058W,4.59515,86,36,1.27102
YMR059W,6.27765,15,14,1.25588
YMR061W,5.62347,92,84,1.5833
YMR064W,9.35333,51,69,0.7418
YMR065W,4.79706,73,51,1.32522
YMR066W,8.6955,116,126,0.81382
YMR068W,9.38959,41,54,0.74524
YMR072W,9.67914,22,35,1.27032
YMR075W,8.95319,86,102,0.94101
YMR077C,5.2403,41,33,0.23247
YMR078C,8.53595,95,101,1.03061
YMR080C,6.05841,121,109,1.05635
YMR087W,7.17267,27,27,1.19625
YMR088C,8.99677,33,43,1.33887
YMR092C,5.36371,74,58,1.36458
YMR094W,9.17706,60,73,1.44741
YMR095C,6.70013,23,22,0.71106
YMR096W,5.40326,43,35,0.41221
YMR097C,9.54205,39,53,1.05828
YMR102C,8.85944,99,110,0.8292
YMR104C,7.32794,84,84,1.03074
YMR105C,6.18121,71,66,1.25983
YMR106C,5.14191,95,76,0.62738
YMR108W,8.591,71,75,0.79715
YMR109W,9.31805,132,164,0.95418
YMR112C,5.47382,18,16,0.23333
YMR116C,5.79657,34,29,2.04511
YMR117C,4.86053,46,34,0.52635
YMR118C,9.76056,13,21,2.01357
YMR120C,6.12018,73,67,1.01942
YMR123W,6.27472,15,14,1.79812
YMR124W,6.43524,114,110,0.36143
YMR125W,4.81329,128,90,1.14621
YMR127C,9.29315,29,46,1.74769
YMR128W,5.98004,209,192,0.59606
YMR129W,6.28864,164,153,0.81269
YMR131C,4.48004,94,49,1.44759
YMR133W,9.25922,44,56,0.6838
YMR134W,5.29828,43,33,0.55156
YMR135C,6.84589,50,49,0.97335
YMR137C,8.0473,84,87,0.9889
YMR138W,5.70441,30,27,0.92244
YMR139W,6.08978,46,41,0.8998
YMR146C,5.40765,49,36,1.34409
YMR147W,6.71661,28,27,1.06656
YMR149W,6.52911,26,25,0.51118
YMR151W,9.08356,6,13,1.33107
YMR153W,9.53033,50,65,0.90397
YMR154C,6.21991,85,79,1.14944
YMR159C,5.98907,28,26,0.31935
YMR162C,6.31989,206,194,1.11782
YMR167W,6.52032,108,105,0.59607
YMR168C,5.92572,78,70,1.42172
YMR172W,7.76752,76,77,0.45483
YMR173W,4.22247,62,36,1.38582
YMR176W,6.3858,193,183,1.01319
YMR178W,5.70673,40,34,0.77879
YMR179W,5.70941,102,89,0.38798
YMR180C,9.70831,35,55,0.72078
YMR181C,4.78314,17,11,0.85358
YMR184W,9.07513,21,29,0.74494
YMR186W,4.77911,142,100,0.68987
YMR190C,5.92914,208,186,0.57894
YMR192W,5.25372,116,92,0.59101
YMR193W,10.13165,27,57,1.27759
YMR195W,4.55475,16,8,1.12859
YMR197C,6.18036,31,30,0.46457
YMR198W,6.04132,104,96,0.483
YMR199W,5.53961,58,46,1.01364
YMR201C,6.90704,66,65,0.75283
YMR203W,5.34003,35,29,0.79428
YMR205C,6.22919,110,102,1.02312
YMR213W,8.30231,95,98,0.72634
YMR214W,7.09772,50,50,0.69446
YMR215W,4.59344,59,39,0.99396
YMR216C,5.82001,103,86,0.94982
YMR223W,7.71442,46,48,1.01804
YMR224C,5.57477,106,88,0.47322
YMR225C,9.55914,11,16,0.3895
YMR226C,6.3465,33,32,0.31089
YMR228W,6.11981,45,42,1.86186
YMR229C,5.85858,272,247,0.58333
YMR230W,9.04694,12,15,1.71844
YMR231W,5.5694,141,118,0.58693
YMR232W,8.98553,85,100,0.92932
YMR233W,9.46393,36,45,0.38137
YMR235C,4.5307,82,41,0.42639
YMR236W,5.9118,19,17,1.15886
YMR238W,4.5705,49,28,2.14701
YMR239C,8.5932,73,77,0.8035
YMR240C,8.66876,71,76,0.99279
YMR241W,9.88055,21,39,1.48592
YMR243C,5.87531,45,30,0.85915
YMR246W,6.13287,88,81,1.28452
YMR255W,9.75555,25,38,0.76491
YMR257C,8.93951,96,112,1.24183
YMR263W,9.7193,19,30,0.52854
YMR264W,6.22186,26,24,0.37804
YMR267W,7.08649,40,40,1.4025
YMR268C,9.35394,53,69,0.45017
YMR271C,8.67975,22,25,0.49556
YMR273C,5.95453,143,127,0.52111
YMR274C,8.99628,14,21,1.41252
YMR275C,8.82001,113,125,0.62992
YMR276W,4.78265,33,21,0.32914
YMR280C,9.12982,143,170,0.49949
YMR282C,9.57379,64,94,1.19479
YMR284W,6.00726,95,89,0.90096
YMR285C,7.92047,74,76,1.23549
YMR288W,6.83307,116,113,0.75627
YMR290C,9.37982,57,73,0.47579
YMR291W,6.50653,73,69,0.72562
YMR293C,8.74847,50,56,0.5122
YMR294W,4.84015,81,60,0.33688
YMR295C,6.52301,27,26,0.65672
YMR303C,6.26361,36,32,1.30324
YMR304W,4.92645,202,137,1.16518
YMR305C,4.50836,39,21,1.28408
YMR306W,8.32123,173,182,1.63119
YMR307W,4.4649,62,39,1.24115
YMR308C,4.61334,148,86,0.8847
YMR309C,4.85748,133,97,0.86606
YMR311C,4.56744,59,33,0.49064
YMR312W,6.18304,23,19,0.5374
YMR314W,6.90289,26,26,0.71298
YMR315W,6.16522,45,41,0.6453
YMR317W,5.12579,71,55,0.1806
YMR319C,5.31927,67,53,1.87025
YMR322C,7.79291,27,28,0.99945
YMR323W,5.25934,57,43,1.04064
YNL001W,5.52301,64,56,0.81541
YNL002C,9.4704,47,58,0.16986
YNL004W,7.18732,79,79,0.77233
YNL005C,9.81927,51,77,0.74284
YNL006W,6.02789,36,28,1.8304
YNL007C,9.02252,36,41,0.66162
YNL008C,6.27386,79,73,1.10891
YNL012W,8.36981,74,79,0.93667
YNL015W,6.2746,13,11,0.17346
YNL016W,4.94659,45,30,0.79301
YNL018C,6.53583,66,62,1.18676
YNL020C,8.83807,64,72,0.54685
YNL021W,5.29645,102,76,1.2112
YNL023C,8.29218,117,135,0.68907
YNL025C,6.66705,33,31,1.75164
YNL027W,5.74945,90,78,0.5462
YNL028W,10.51532,2,15,1.17355
YNL029C,5.46112,78,60,1.63405
YBR009C; YNL030W,11.36285,7,25,0.52427
YNL032W,5.36481,48,36,0.83362
YNL036W,6.5379,21,19,0.96726
YNL037C,8.98627,40,44,0.58286
YNL039W,6.50116,106,103,0.43221
YNL042W,9.72272,35,48,0.26481
YNL044W,8.5462,11,13,0.68001
YNL047C,8.75226,70,76,0.67942
YNL048W,9.07574,56,69,1.88677
YNL049C,5.16107,109,84,0.6952
YNL053W,6.71539,54,52,0.56938
YNL055C,7.70001,23,24,0.76147
YNL056W,6.15985,24,21,0.98524
YNL058C,6.67059,34,33,0.89598
YNL061W,4.95441,122,90,0.43281
YNL062C,7.21771,62,62,0.83308
YNL064C,5.95148,65,60,0.52082
YNL068C,9.31915,64,79,0.74703
YNL071W,7.5965,56,57,0.47831
YNL074C,7.68121,37,38,0.37604
YNL076W,9.35626,64,77,0.52756
YNL078W,9.92401,33,52,0.63453
YNL082W,5.91888,127,114,0.52861
YNL084C,5.22723,55,47,1.0646
YNL085W,5.43915,97,80,0.96594
YNL086W,5.33905,15,13,0.52003
YNL088W,6.62079,224,219,1.05366
YNL090W,5.3537,29,25,1.03266
YNL091W,5.28461,213,160,0.50586
YNL092W,5.66632,47,39,1.47605
YNL093W,5.12701,33,25,0.76884
YNL094W,5.83295,71,64,0.83777
YNL095C,7.50372,52,53,1.04945
YNL096C,9.91974,21,33,0.27549
YNL097C,7.64301,43,44,0.72656
YNL098C,6.76678,35,35,0.52241
YNL099C,4.40741,48,21,1.16026
YNL101W,9.3382,55,69,0.82824
YNL102W,5.8924,214,197,0.69023
YNL103W,5.48431,93,67,0.25426
YNL106C,8.79291,140,154,0.8314
YNL107W,5.25555,36,27,0.887
YNL110C,9.26495,38,46,0.62601
YNL113W,4.315,34,14,0.29225
YNL116W,6.60309,52,49,0.5433
YNL118C,5.63031,125,109,0.61942
YNL121C,5.24017,101,88,0.65749
YNL125C,8.62604,54,61,1.18955
YNL127W,5.42682,144,115,1.01788
YNL128W,6.35516,58,55,1.18302
YNL129W,6.23615,37,35,1.34619
YNL130C,6.09503,24,19,1.64559
YNL132W,7.63153,138,139,0.70727
YNL135C,5.72162,12,11,0.83034
YNL138W,5.4765,67,59,0.87534
YNL139C,7.54803,201,202,1.0096
YNL147W,9.30035,15,19,0.45825
YNL151C,4.23529,56,27,0.64494
YNL152W,6.80621,52,51,0.67052
YNL154C,9.10297,54,64,1.00848
YNL155W,9.1214,35,45,0.93348
YNL159C,9.54071,24,31,0.95573
YNL160W,5.29144,26,22,0.82031
YNL161W,7.71808,75,76,1.16304
YNL172W,5.6629,210,180,1.00123
YNL173C,5.69318,61,57,0.63162
YNL175C,9.32794,67,82,0.39291
YNL182C,5.48785,65,52,0.72152
YNL183C,8.60773,73,80,0.6545
YNL187W,7.9848,38,40,1.16828
YNL188W,9.29901,61,74,0.80134
YNL189W,4.80072,76,56,0.94936
YNL191W,6.83575,44,43,0.87431
YNL194C,9.81586,14,31,1.76374
YNL197C,8.53229,42,45,0.39143
YNL199C,9.00421,48,53,0.68901
YNL201C,4.95013,136,91,0.56817
YNL207W,5.13092,76,57,0.8223
YNL208W,6.97186,12,12,0.64265
YNL214W,9.39252,19,23,1.09801
YNL215W,4.60895,85,54,0.33316
YNL216W,4.82953,134,88,0.52753
YNL217W,8.54559,38,42,1.17387
YNL222W,5.14764,31,24,1.07737
YNL225C,5.73895,100,88,0.46358
YNL226W,9.73016,6,15,1.78747
YNL229C,6.00909,36,30,1.22646
YNL230C,9.97162,39,71,0.574
YNL232W,5.24103,40,35,0.57135
YNL236W,8.7569,95,107,1.14012
YNL238W,4.82098,119,73,1.39131
YNL243W,5.27875,130,98,0.628
YNL244C,7.76288,15,16,0.26235
YNL246W,4.6441,59,36,1.44179
YNL248C,9.54803,51,68,0.44984
YNL250W,5.78326,229,208,0.46108
YNL251C,9.23676,51,63,0.90709
YNL252C,9.04572,39,44,1.27001
YNL253W,8.87775,42,51,1.40164
YNL261W,5.65509,58,50,1.18695
YNL262W,6.53339,292,282,1.18601
YNL263C,8.98151,18,23,1.25995
YNL265C,5.71088,56,50,0.4763
YNL266W,5.71283,10,9,0.77113
YNL271C,6.13055,285,265,0.54095
YNL272C,5.0202,130,100,0.69692
YNL273W,5.77997,175,158,0.81502
YNL277W,5.43317,57,46,1.28059
YNL279W,5.84125,62,54,1.21715
YNL284C,10.36383,26,61,0.97422
YNL285W,5.24481,14,11,1.56721
YNL288W,6.65778,32,31,0.57818
YNL289W,9.39606,27,36,1.07635
YNL290W,6.06683,49,46,0.73332
YNL292W,6.16022,63,59,0.64343
YNL298W,9.1767,76,94,0.93709
YNL300W,6.51141,4,4,0.43951
YNL304W,6.32623,50,46,0.7385
YNL307C,8.8299,41,47,0.79054
YNL308C,5.03009,150,117,0.6026
YNL309W,9.48431,38,47,0.22831
YNL311C,6.49786,96,92,0.89469
YNL312W,4.85052,35,21,0.55719
YNL313C,5.49115,117,101,1.65016
YNL314W,7.13617,34,34,0.64309
YNL317W,8.31293,49,52,1.60351
YNL320W,7.63007,28,29,1.52006
YNL323W,5.63373,53,46,1.83749
YNL330C,5.28705,61,44,1.22547
YNL331C,6.28363,47,44,1.64609
YNL333W,5.40021,41,33,0.50246
YNL334C,6.65521,27,26,0.81582
YNR001C,8.23077,58,60,1.17927
YNR002C,5.19745,21,16,1.39735
YNR003C,5.25812,43,34,1.07279
YNR004W,5.33295,24,20,1.2681
YNR007C,4.53705,61,34,1.36151
YNR010W,5.94965,22,19,0.58097
YNR011C,8.57391,112,120,0.69485
YNR015W,9.03387,40,50,0.82142
YNR016C,5.8891,296,259,0.93797
YNR017W,6.8952,19,19,1.04654
YNR019W,7.59174,62,63,1.76596
YNR022C,8.78571,21,24,0.38139
YNR023W,5.47186,79,64,0.60498
YNR031C,5.61224,208,180,1.14856
YNR032W,4.85394,53,32,1.18789
YNR033W,5.52057,97,79,1.17705
YNR039C,6.64703,51,49,0.89416
YNR040W,10.11761,17,38,0.95353
YNR042W,4.36261,15,6,0.30817
YNR046W,4.60699,17,9,0.70323
YNR047W,7.96991,108,110,0.55478
YNR050C,5.09698,61,49,1.29402
YNR052C,5.77142,35,29,1.00591
