Protein,Priority Fun_GO,Orthologous,Sub_cell,.1B,.2B,.3B,.4B,.5B,.6B,.7B,.8B,.9B,.1A,.2A,.3A,.4A,.5A,.6A,.7A,.8A,.9A
YBR283C,0.143518519,0.126610874,0.103953148,0.106218921,0.108484693,0.110750466,0.113016238,0.115282011,0.117547784,0.119813556,0.122079329,0.124345101,0.126262443,0.128179785,0.130097127,0.132014468,0.13393181,0.135849152,0.137766494,0.139683835,0.141601177
YEL034W,0.134259259,0.095357101,0.750610054,0.685084759,0.619559463,0.554034168,0.488508873,0.422983578,0.357458282,0.291932987,0.226407692,0.160882396,0.158220083,0.155557769,0.152895455,0.150233141,0.147570828,0.144908514,0.1422462,0.139583886,0.136921573
YOR362C,0.143518519,0.053954306,0.750610054,0.680944479,0.611278904,0.54161333,0.471947755,0.40228218,0.332616605,0.26295103,0.193285456,0.123619881,0.125609745,0.127599608,0.129589472,0.131579336,0.1335692,0.135559064,0.137548928,0.139538791,0.141528655
YKL008C,0.143518519,0.125293959,0.103953148,0.106087229,0.10822131,0.110355391,0.112489472,0.114623554,0.116757635,0.118891716,0.121025797,0.123159878,0.125195742,0.127231606,0.12926747,0.131303334,0.133339198,0.135375063,0.137410927,0.139446791,0.141482655
YHR042W,0.143518519,0.080100767,0.509272816,0.466355611,0.423438406,0.380521201,0.337603996,0.294686792,0.251769587,0.208852382,0.165935177,0.123017972,0.125068027,0.127118081,0.129168136,0.131218191,0.133268245,0.1353183,0.137368355,0.13941841,0.141468464
YLR082C,0.143518519,0.052337559,0.750610054,0.680782805,0.610955555,0.541128306,0.471301056,0.401473807,0.331646557,0.261819308,0.191992058,0.122164809,0.12430018,0.126435551,0.128570922,0.130706293,0.132841664,0.134977035,0.137112406,0.139247777,0.141383148
YGR264C,0.143518519,0.050956337,0.750610054,0.680644682,0.610679311,0.540713939,0.470748567,0.400783196,0.330817824,0.260852452,0.19088708,0.120921709,0.12318139,0.125441071,0.127700752,0.129960433,0.132220114,0.134479795,0.136739476,0.138999157,0.141258838
YJL092W,0.134259259,0.1318814,0.39238653,0.366336017,0.340285504,0.314234991,0.288184478,0.262133965,0.236083452,0.210032939,0.183982426,0.157931913,0.155564648,0.153197382,0.150830117,0.148462851,0.146095586,0.143728321,0.141361055,0.13899379,0.136626524
YDL192W,0.134259259,0.169529785,0.047096144,0.059339508,0.071582872,0.083826236,0.0960696,0.108312965,0.120556329,0.132799693,0.145043057,0.157286421,0.154983705,0.152680989,0.150378272,0.148075556,0.14577284,0.143470124,0.141167408,0.138864691,0.136561975
YPL266W,0.143518519,0.049145573,0.750610054,0.680463606,0.610317158,0.54017071,0.470024262,0.399877814,0.329731365,0.259584917,0.189438469,0.119292021,0.121714671,0.124137321,0.12655997,0.12898262,0.13140527,0.13382792,0.13625057,0.138673219,0.141095869
YDL226C,0.143518519,0.043826354,0.797706198,0.722318214,0.646930229,0.571542245,0.49615426,0.420766276,0.345378292,0.269990307,0.194602323,0.119214338,0.121644756,0.124075175,0.126505593,0.128936011,0.131366429,0.133796847,0.136227265,0.138657683,0.141088101
YNL077W,0.143518519,0.047637342,0.750610054,0.680312783,0.610015512,0.53971824,0.469420969,0.399123698,0.328826427,0.258529156,0.188231884,0.117934613,0.120493004,0.123051394,0.125609785,0.128168176,0.130726566,0.133284957,0.135843347,0.138401738,0.140960128
YOR243C,0.143518519,0.047465158,0.750610054,0.680295564,0.609981075,0.539666585,0.469352096,0.399037606,0.328723116,0.258408627,0.188094137,0.117779648,0.120353535,0.122927422,0.125501309,0.128075196,0.130649083,0.13322297,0.135796858,0.138370745,0.140944632
YJL140W,0.143518519,0.047440957,0.750610054,0.680293144,0.609976235,0.539659325,0.469342415,0.399025506,0.328708596,0.258391686,0.188074776,0.117757867,0.120333932,0.122909997,0.125486062,0.128062128,0.130638193,0.133214258,0.135790323,0.138366389,0.140942454
YGL240W,0.143518519,0.047226202,0.750610054,0.680271669,0.609933284,0.539594898,0.469256513,0.398918128,0.328579743,0.258241358,0.187902972,0.117564587,0.12015998,0.122755374,0.125350767,0.12794616,0.130541553,0.133136946,0.135732339,0.138327733,0.140923126
YLR384C,0.143518519,0.047135061,0.750610054,0.680262555,0.609915055,0.539567556,0.469220057,0.398872558,0.328525058,0.258177559,0.18783006,0.11748256,0.120086156,0.122689752,0.125293348,0.127896944,0.13050054,0.133104136,0.135707731,0.138311327,0.140914923
YMR213W,0.143518519,0.047009097,0.750610054,0.680249958,0.609889863,0.539529767,0.469169671,0.398809576,0.32844948,0.258089384,0.187729288,0.117369193,0.119984125,0.122599058,0.125213991,0.127828923,0.130443856,0.133058788,0.135673721,0.138288654,0.140903586
YPR187W,0.143518519,0.046852111,0.750610054,0.68023426,0.609858465,0.539482671,0.469106877,0.398731083,0.328355288,0.257979494,0.1876037,0.117227905,0.119856967,0.122486028,0.125115089,0.127744151,0.130373212,0.133002274,0.135631335,0.138260396,0.140889458
YGL220W,0.143518519,0.046787567,0.750610054,0.680227805,0.609845557,0.539463308,0.469081059,0.398698811,0.328316562,0.257934313,0.187552064,0.117169816,0.119804686,0.122439556,0.125074427,0.127709297,0.130344167,0.132979038,0.135613908,0.138248778,0.140883649
YGR258C,0.143518519,0.085874673,0.39238653,0.361735344,0.331084159,0.300432973,0.269781787,0.239130602,0.208479416,0.17782823,0.147177044,0.116525859,0.119225125,0.121924391,0.124623657,0.127322923,0.130022189,0.132721455,0.135420721,0.138119987,0.140819253
YCR092C,0.143518519,0.085505576,0.39238653,0.361698435,0.331010339,0.300322244,0.269634148,0.238946053,0.208257958,0.177569862,0.146881767,0.116193671,0.118926156,0.121658641,0.124391126,0.12712361,0.129856095,0.13258858,0.135321065,0.138053549,0.140786034
YPR016C,0.134259259,0.086770033,0.750610054,0.684226052,0.61784205,0.551458048,0.485074046,0.418690044,0.352306041,0.285922039,0.219538037,0.153154035,0.151264557,0.14937508,0.147485602,0.145596125,0.143706647,0.141817169,0.139927692,0.138038214,0.136148737
YBL084C,0.143518519,0.045469743,0.750610054,0.680096023,0.609581992,0.539067961,0.46855393,0.398039899,0.327525867,0.257011836,0.186497805,0.115983774,0.118737249,0.121490723,0.124244198,0.126997672,0.129751147,0.132504621,0.135258096,0.13801157,0.140765045
YLR134W,0.143518519,0.044696765,0.750610054,0.680018725,0.609427396,0.538836067,0.468244738,0.39765341,0.327062081,0.256470752,0.185879423,0.115288094,0.118111136,0.120934179,0.123757221,0.126580264,0.129403306,0.132226349,0.135049391,0.137872434,0.140695476
YBR170C,0.143518519,0.023818671,0.936310395,0.845061223,0.75381205,0.662562878,0.571313705,0.480064533,0.388815361,0.297566188,0.206317016,0.115067843,0.117912911,0.120757979,0.123603046,0.126448114,0.129293181,0.132138249,0.134983316,0.137828384,0.140673451
YDL060W,0.143518519,0.043774854,0.750610054,0.679926534,0.609243014,0.538559494,0.467875974,0.397192454,0.326508934,0.255825414,0.185141894,0.114458374,0.117364389,0.120270403,0.123176418,0.126082432,0.128988447,0.131894461,0.134800476,0.13770649,0.140612505
YPR137C-B,0.143518519,0.043530674,0.750610054,0.679902116,0.609194178,0.53848624,0.467778302,0.397070364,0.326362426,0.255654488,0.18494655,0.114238612,0.117166603,0.120094593,0.123022584,0.125950575,0.128878566,0.131806556,0.134734547,0.137662538,0.140590528
YPL131W,0.143518519,0.042977167,0.750610054,0.679846765,0.609083477,0.538320188,0.467556899,0.396793611,0.326030322,0.255267033,0.184503744,0.113740456,0.116718262,0.119696068,0.122673875,0.125651681,0.128629487,0.131607294,0.1345851,0.137562906,0.140540713
YNL183C,0.134259259,0.110905686,0.509272816,0.469436103,0.42959939,0.389762677,0.349925964,0.310089251,0.270252538,0.230415825,0.190579112,0.150742399,0.149094085,0.147445771,0.145797457,0.144149143,0.142500829,0.140852515,0.139204201,0.137555887,0.135907573
YPR103W,0.143518519,0.042855788,0.750610054,0.679834627,0.609059201,0.538283774,0.467508348,0.396732921,0.325957494,0.255182068,0.184406641,0.113631215,0.116619945,0.119608675,0.122597406,0.125586136,0.128574867,0.131563597,0.134552328,0.137541058,0.140529789
YER112W,0.143518519,0.042699748,0.750610054,0.679819023,0.609027993,0.538236962,0.467445932,0.396654901,0.32586387,0.25507284,0.184281809,0.113490779,0.116493553,0.119496327,0.122499101,0.125501875,0.128504649,0.131507423,0.134510197,0.137512971,0.140515745
YHR033W,0.134259259,0.127318506,0.358223524,0.335133022,0.31204252,0.288952019,0.265861517,0.242771015,0.219680513,0.196590011,0.17349951,0.150409008,0.148794033,0.147179058,0.145564083,0.143949108,0.142334133,0.140719159,0.139104184,0.137489209,0.135874234
YDR004W,0.134259259,0.122778922,0.39238653,0.365425769,0.338465008,0.311504248,0.284543487,0.257582726,0.230621965,0.203661204,0.176700444,0.149739683,0.14819164,0.146643598,0.145095556,0.143547513,0.141999471,0.140451429,0.138903386,0.137355344,0.135807301
YLR347C,0.134259259,0.082970999,0.750610054,0.683846149,0.617082243,0.550318338,0.483554432,0.416790527,0.350026621,0.283262716,0.21649881,0.149734905,0.14818734,0.146639775,0.145092211,0.143544646,0.141997082,0.140449517,0.138901953,0.137354388,0.135806824
YLR118C,0.143518519,0.041682674,0.750610054,0.679717316,0.608824578,0.53793184,0.467039102,0.396146364,0.325253626,0.254360888,0.18346815,0.112575412,0.115669723,0.118764033,0.121858344,0.124952655,0.128046966,0.131141276,0.134235587,0.137329898,0.140424208
YOR319W,0.134259259,0.122537655,0.39238653,0.365401643,0.338416755,0.311431868,0.28444698,0.257462093,0.230477205,0.203492318,0.17650743,0.149522543,0.147996214,0.146469886,0.144943557,0.143417229,0.141890901,0.140364572,0.138838244,0.137311916,0.135785587
YBL035C,0.143518519,0.080422577,0.39238653,0.361190135,0.329993739,0.298797344,0.267600949,0.236404554,0.205208158,0.174011763,0.142815368,0.111618972,0.114808927,0.117998882,0.121188836,0.124378791,0.127568746,0.1307587,0.133948655,0.13713861,0.140328564
YBR110W,0.143518519,0.112076397,0.103953148,0.104765473,0.105577798,0.106390123,0.107202448,0.108014773,0.108827097,0.109639422,0.110451747,0.111264072,0.114489517,0.117714961,0.120940406,0.124165851,0.127391296,0.13061674,0.133842185,0.13706763,0.140293074
YDR394W,0.101851852,0.224971187,0.750610054,0.698046167,0.645482281,0.592918394,0.540354507,0.487790621,0.435226734,0.382662847,0.33009896,0.277535074,0.259966752,0.242398429,0.224830107,0.207261785,0.189693463,0.172125141,0.154556819,0.136988496,0.119420174
YGL104C,0.143518519,0.122663658,0,0.012266366,0.024532732,0.036799097,0.049065463,0.061331829,0.073598195,0.085864561,0.098130926,0.110397292,0.113709415,0.117021538,0.12033366,0.123645783,0.126957906,0.130270028,0.133582151,0.136894274,0.140206396
YFR031C,0.143518519,0.039133486,0.750610054,0.679462397,0.60831474,0.537167084,0.466019427,0.39487177,0.323724113,0.252576456,0.1814288,0.110281143,0.11360488,0.116928618,0.120252356,0.123576093,0.126899831,0.130223569,0.133547306,0.136871044,0.140194781
YDR463W,0.143518519,0.023818671,0.879453392,0.79388992,0.708326448,0.622762976,0.537199504,0.451636032,0.366072559,0.280509087,0.194945615,0.109382143,0.112795781,0.116209418,0.119623056,0.123036693,0.126450331,0.129863969,0.133277606,0.136691244,0.140104881
YGL120C,0.143518519,0.077756078,0.39238653,0.360923485,0.32946044,0.297997394,0.266534349,0.235071304,0.203608259,0.172145214,0.140682168,0.109219123,0.112649063,0.116079002,0.119508942,0.122938882,0.126368821,0.129798761,0.1332287,0.13665864,0.140088579
YER078C,0.143518519,0.068666124,0.474133724,0.433586964,0.393040204,0.352493444,0.311946684,0.271399924,0.230853164,0.190306404,0.149759644,0.109212884,0.112643448,0.116074011,0.119504575,0.122935138,0.126365702,0.129796265,0.133226829,0.136657392,0.140087956
YJR017C,0.134259259,0.079066279,0.750610054,0.683455677,0.616301299,0.549146922,0.481992544,0.414838167,0.347683789,0.280529412,0.213375034,0.146220657,0.145024517,0.143828377,0.142632237,0.141436098,0.140239958,0.139043818,0.137847678,0.136651539,0.135455399
YBL001C,0.143518519,0.037058849,0.750610054,0.679254934,0.607899813,0.536544693,0.465189572,0.393834452,0.322479331,0.251124211,0.17976909,0.10841397,0.111924424,0.115434879,0.118945334,0.122455789,0.125966244,0.129476699,0.132987154,0.136497609,0.140008064
YGR185C,0.143518519,0.036526492,0.750610054,0.679201698,0.607793342,0.536384985,0.464976629,0.393568273,0.322159917,0.250751561,0.179343204,0.107934848,0.111493215,0.115051582,0.118609949,0.122168317,0.125726684,0.129285051,0.132843418,0.136401785,0.139960152
YDR170C,0.143518519,0.065132063,0.487066862,0.444873382,0.402679902,0.360486422,0.318292942,0.276099463,0.233905983,0.191712503,0.149519023,0.107325543,0.110944841,0.114564138,0.118183436,0.121802733,0.125422031,0.129041329,0.132660626,0.136279924,0.139899221
YPL262W,0.134259259,0.075064902,0.755246462,0.687228306,0.61921015,0.551191994,0.483173838,0.415155682,0.347137526,0.27911937,0.211101214,0.143083058,0.142200678,0.141318298,0.140435918,0.139553538,0.138671159,0.137788779,0.136906399,0.136024019,0.135141639
YLR147C,0.143518519,0.033736152,0.750610054,0.678922664,0.607235274,0.535547883,0.463860493,0.392173103,0.320485713,0.248798323,0.177110932,0.105423542,0.10923304,0.113042538,0.116852035,0.120661533,0.124471031,0.128280528,0.132090026,0.135899524,0.139709021
YMR296C,0.143518519,0.065744242,0.462176672,0.422533429,0.382890186,0.343246943,0.3036037,0.263960457,0.224317214,0.184673971,0.145030728,0.105387485,0.109200588,0.113013692,0.116826795,0.120639899,0.124453002,0.128266105,0.132079209,0.135892312,0.139705416
YAR042W,0.143518519,0.023818671,0.838945827,0.757433111,0.675920396,0.59440768,0.512894965,0.431382249,0.349869533,0.268356818,0.186844102,0.105331387,0.1091501,0.112968813,0.116787526,0.12060624,0.124424953,0.128243666,0.132062379,0.135881093,0.139699806
YER105C,0.143518519,0.023818671,0.832357247,0.751503389,0.670649532,0.589795674,0.508941817,0.428087959,0.347234101,0.266380244,0.185526386,0.104672529,0.108557128,0.112441727,0.116326326,0.120210925,0.124095524,0.127980123,0.131864722,0.135749321,0.13963392
YER117W,0.143518519,0.076355116,0.358223524,0.330036683,0.301849842,0.273663002,0.245476161,0.21728932,0.189102479,0.160915638,0.132728798,0.104541957,0.108439613,0.112337269,0.116234925,0.120132582,0.124030238,0.127927894,0.13182555,0.135723207,0.139620863
YLR378C,0.143518519,0.10426182,0.103953148,0.103984015,0.104014882,0.10404575,0.104076617,0.104107484,0.104138351,0.104169218,0.104200086,0.104230953,0.108159709,0.112088466,0.116017223,0.119945979,0.123874736,0.127803493,0.131732249,0.135661006,0.139589762
YBL058W,0.143518519,0.032231525,0.750610054,0.678772201,0.606934348,0.535096495,0.463258642,0.39142079,0.319582937,0.247745084,0.175907231,0.104069378,0.108014292,0.111959206,0.11590412,0.119849034,0.123793948,0.127738863,0.131683777,0.135628691,0.139573605
YJR062C,0.134259259,0.156755127,0,0.015675513,0.031351025,0.047026538,0.062702051,0.078377564,0.094053076,0.109728589,0.125404102,0.141079614,0.140397579,0.139715543,0.139033508,0.138351472,0.137669437,0.136987401,0.136305366,0.13562333,0.134941295
YLR249W,0.143518519,0.074972863,0.358223524,0.329898458,0.301573392,0.273248326,0.24492326,0.216598194,0.188273127,0.159948061,0.131622995,0.103297929,0.107319988,0.111342047,0.115364106,0.119386165,0.123408224,0.127430283,0.131452342,0.135474401,0.13949646
YPR086W,0.143518519,0.071173801,0.39238653,0.360265257,0.328143984,0.296022711,0.263901438,0.231780166,0.199658893,0.16753762,0.135416347,0.103295074,0.107317418,0.111339763,0.115362107,0.119384452,0.123406796,0.127429141,0.131451485,0.13547383,0.139496174
YCR012W,0.143518519,0.074527446,0.358223524,0.329853916,0.301484308,0.273114701,0.244745093,0.216375485,0.188005877,0.159636269,0.131266662,0.102897054,0.1069592,0.111021347,0.115083493,0.11914564,0.123207786,0.127269933,0.131332079,0.135394226,0.139456372
YBR154C,0.143518519,0.070451451,0.39238653,0.360193022,0.327999514,0.295806006,0.263612498,0.231418991,0.199225483,0.167031975,0.134838467,0.102644959,0.106732315,0.110819671,0.114907027,0.118994383,0.123081739,0.127169095,0.131256451,0.135343807,0.139431163
YGL008C,0.134259259,0.149897804,0.047096144,0.05737631,0.067656476,0.077936642,0.088216808,0.098496974,0.10877714,0.119057306,0.129337472,0.139617638,0.1390818,0.138545962,0.138010124,0.137474286,0.136938449,0.136402611,0.135866773,0.135330935,0.134795097
YHR066W,0.143518519,0.069749137,0.39238653,0.360122791,0.327859051,0.295595312,0.263331573,0.231067834,0.198804094,0.166540355,0.134276616,0.102012876,0.106163441,0.110314005,0.114464569,0.118615133,0.122765698,0.126916262,0.131066826,0.13521739,0.139367955
YGL130W,0.143518519,0.068981345,0.39238653,0.360046012,0.327705493,0.295364975,0.263024456,0.230683938,0.198343419,0.166002901,0.133662382,0.101321864,0.105541529,0.109761195,0.11398086,0.118200526,0.122420191,0.126639857,0.130859522,0.135079188,0.139298853
YML075C,0.143518519,0.05715368,0.496339678,0.452421078,0.408502478,0.364583879,0.320665279,0.276746679,0.232828079,0.188909479,0.14499088,0.10107228,0.105316904,0.109561528,0.113806152,0.118050775,0.122295399,0.126540023,0.130784647,0.135029271,0.139273895
YOR254C,0.143518519,0.056579235,0.496339678,0.452363634,0.408387589,0.364411545,0.320435501,0.276459457,0.232483412,0.188507368,0.144531324,0.100555279,0.104851603,0.109147927,0.113444251,0.117740575,0.122036899,0.126333223,0.130629547,0.134925871,0.139222195
YDL190C,0.143518519,0.028080959,0.750610054,0.678357145,0.606104235,0.533851326,0.461598416,0.389345507,0.317092597,0.244839688,0.172586778,0.100333869,0.104652334,0.108970799,0.113289264,0.117607729,0.121926194,0.126244659,0.130563124,0.134881589,0.139200054
YAL005C,0.143518519,0.071456012,0.358223524,0.329546773,0.300870022,0.27219327,0.243516519,0.214839768,0.186163017,0.157486266,0.128809514,0.100132763,0.104471339,0.108809914,0.11314849,0.117487066,0.121825641,0.126164217,0.130502792,0.134841368,0.139179943
YOR128C,0.143518519,0.1108195,0,0.01108195,0.0221639,0.03324585,0.0443278,0.05540975,0.0664917,0.07757365,0.0886556,0.09973755,0.104115647,0.108493744,0.112871841,0.117249938,0.121628035,0.126006131,0.130384228,0.134762325,0.139140422
YMR226C,0.134259259,0.068438149,0.750610054,0.682392864,0.614175673,0.545958483,0.477741292,0.409524102,0.341306911,0.273089721,0.20487253,0.13665534,0.136415731,0.136176123,0.135936515,0.135696907,0.135457299,0.135217691,0.134978083,0.134738475,0.134498867
YDR283C,0.134259259,0.111990699,0.358223524,0.333600242,0.308976959,0.284353677,0.259730394,0.235107112,0.210483829,0.185860547,0.161237264,0.136613982,0.136378509,0.136143037,0.135907565,0.135672093,0.13543662,0.135201148,0.134965676,0.134730204,0.134494731
