Proteins,Ortho(O),Fun_Go(F),Sub_cell(S),O*F,F*S,O*S,O*F*S,"larg(O,F,S)"
YBR192W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YBR193C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR194W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR195C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YBR196C,0.55646293,0.101851852,0.358223524,0.05667678,0.036485729,0.199338112,0.020302956,0.55646293
YBR197C,0,0.143518519,0,0,0,0,0,0.143518519
YBR198C,0.081935095,0.013888889,0.39238653,0.001137987,0.005449813,0.032150228,0.000446531,0.39238653
YBR199W,0,0.143518519,0,0,0,0,0,0.143518519
YBR200W,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YBR201W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YBR202W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YBR203W,0,0.143518519,0,0,0,0,0,0.143518519
YBR204C,0,0.143518519,0,0,0,0,0,0.143518519
YBR205W,0,0.143518519,0,0,0,0,0,0.143518519
YBR207W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YBR208C,0.065690382,0.143518519,0,0.009427786,0,0,0,0.143518519
YBR209W,0,0.143518519,0,0,0,0,0,0.143518519
YBR211C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR212W,0,0.143518519,0,0,0,0,0,0.143518519
YBR213W,0,0.143518519,0,0,0,0,0,0.143518519
YBR214W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR215W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR216C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR217W,0,0,0.122986823,0,0,0,0,0.122986823
YBR218C,0.050130439,0.143518519,0.358223524,0.007194646,0.05141171,0.017957903,0.002577292,0.358223524
YBR219C,0,0.143518519,0,0,0,0,0,0.143518519
YBR220C,0,0.143518519,0,0,0,0,0,0.143518519
YBR221C,0.143796855,0.143518519,0,0.020637512,0,0,0,0.143796855
YBR222C,0,0.143518519,0.095168375,0,0.013658424,0,0,0.143518519
YBR223C,0,0.013888889,0.39238653,0,0.005449813,0,0,0.39238653
YBR225W,0,0.143518519,0,0,0,0,0,0.143518519
YBR226C,0,0.143518519,0,0,0,0,0,0.143518519
YBR227C,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YBR228W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR229C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YBR230C,0,0.143518519,0,0,0,0,0,0.143518519
YBR231C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR233W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YBR234C,0.067629547,0.134259259,0.358223524,0.009079893,0.048094825,0.024226495,0.003252631,0.358223524
YBR235W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YBR236C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR237W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR238C,0.023818671,0.143518519,0.081747194,0.00341842,0.011732236,0.00194711,0.000279446,0.143518519
YBR239C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YBR240C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR241C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YBR242W,0,0.143518519,0,0,0,0,0,0.143518519
YBR243C,0.052708998,0.143518519,0.103953148,0.007564717,0.014919202,0.005479266,0.000786376,0.143518519
YBR244W,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YBR245C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YBR246W,0,0.143518519,0.462176672,0,0.066330911,0,0,0.462176672
YBR247C,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YBR248C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YBR249C,0.044545495,0.143518519,0,0.006393103,0,0,0,0.143518519
YBR250W,0,0.143518519,0,0,0,0,0,0.143518519
YBR251W,0.40239373,0.143518519,0,0.057750952,0,0,0,0.40239373
YBR252W,0,0.143518519,0,0,0,0,0,0.143518519
YBR253W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YBR254C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YBR255W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR258C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR260C,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YBR261C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR262C,0,0.143518519,0,0,0,0,0,0.143518519
YBR263W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YBR264C,0,0.143518519,0.405319668,0,0.058170878,0,0,0.405319668
YBR265W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YBR266C,0,0.143518519,0,0,0,0,0,0.143518519
YBR267W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR269C,0,0.143518519,0,0,0,0,0,0.143518519
YBR270C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YBR271W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR272C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YBR273C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YBR274W,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YBR275C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR276C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YBR277C,0,0.143518519,0,0,0,0,0,0.143518519
YBR278W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YBR279W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR280C,0,0.143518519,0,0,0,0,0,0.143518519
YBR281C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YBR282W,0,0.143518519,0,0,0,0,0,0.143518519
YBR283C,0.126610874,0.143518519,0.103953148,0.018171005,0.014919202,0.013161599,0.001888933,0.143518519
YBR284W,0,0.143518519,0,0,0,0,0,0.143518519
YBR285W,0,0.143518519,0,0,0,0,0,0.143518519
YBR286W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YBR287W,0,0.143518519,0,0,0,0,0,0.143518519
YBR288C,0,0.074074074,0.487066862,0,0.036079027,0,0,0.487066862
YBR289W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YBR290W,0.023818671,0.143518519,0.145192777,0.00341842,0.020837852,0.003458299,0.00049633,0.145192777
YBR291C,0,0.143518519,0,0,0,0,0,0.143518519
YBR293W,0.023818671,0.143518519,0.041239629,0.00341842,0.00591865,0.000982273,0.000140974,0.143518519
YBR295W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YBR296C,0,0.143518519,0,0,0,0,0,0.143518519
YBR298C,0,0.143518519,0,0,0,0,0,0.143518519
YBR299W,0,0.143518519,0,0,0,0,0,0.143518519
YBR301W,0,0.143518519,0,0,0,0,0,0.143518519
YBR302C,0,0.143518519,0,0,0,0,0,0.143518519
YCL004W,0,0.143518519,0,0,0,0,0,0.143518519
YCL005W,0,0.143518519,0,0,0,0,0,0.143518519
YCL007C,0,0.143518519,0,0,0,0,0,0.143518519
YCL008C,0,0.143518519,0.543923865,0,0.078063148,0,0,0.543923865
YCL009C,0.033206877,0.143518519,0,0.004765802,0,0,0,0.143518519
YCL010C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCL011C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCL014W,0.044798488,0.143518519,0,0.006429413,0,0,0,0.143518519
YCL016C,0,0.143518519,0,0,0,0,0,0.143518519
YCL017C,0,0.143518519,0,0,0,0,0,0.143518519
YCL018W,0,0.055555556,0.358223524,0,0.019901307,0,0,0.358223524
YCL019W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCL020W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCL023C,0,0.143518519,0,0,0,0,0,0.143518519
YCL024W,0,0.143518519,0.017325525,0,0.002486534,0,0,0.143518519
YCL025C,0.023818671,0.143518519,0.047096144,0.00341842,0.006759169,0.001121768,0.000160994,0.143518519
YCL026C-A,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCL027W,0.023818671,0.134259259,0,0.003197877,0,0,0,0.134259259
YCL028W,0.061920359,0.134259259,0.750610054,0.008313382,0.10077635,0.046478044,0.006240108,0.750610054
YCL029C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCL030C,0.043069377,0.143518519,0,0.006181253,0,0,0,0.143518519
YCL031C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCL032W,0,0.143518519,0,0,0,0,0,0.143518519
YCL033C,0,0.143518519,0,0,0,0,0,0.143518519
YCL034W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCL035C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCL036W,0,0.143518519,0,0,0,0,0,0.143518519
YCL037C,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YCL038C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YCL039W,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YCL040W,0.04945763,0.074074074,0,0.003663528,0,0,0,0.074074074
YCL042W,0,0.143518519,0,0,0,0,0,0.143518519
YCL043C,0.023818671,0.143518519,0.103953148,0.00341842,0.014919202,0.002476026,0.000355356,0.143518519
YCL044C,0,0.143518519,0,0,0,0,0,0.143518519
YCL045C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YCL046W,0,0.143518519,0,0,0,0,0,0.143518519
YCL048W,0.023818671,0.143518519,0.047096144,0.00341842,0.006759169,0.001121768,0.000160994,0.143518519
YCL049C,0,0.143518519,0,0,0,0,0,0.143518519
YCL050C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCL051W,0,0.143518519,0,0,0,0,0,0.143518519
YCL052C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YCL054W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCL055W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCL056C,0,0.143518519,0.013421181,0,0.001926188,0,0,0.143518519
YCL058C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YCL059C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCL061C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCL063W,0,0.143518519,0.481210347,0,0.069062596,0,0,0.481210347
YCL064C,0.023818671,0.013888889,0,0.000330815,0,0,0,0.023818671
YCL065W,0,0.143518519,0,0,0,0,0,0.143518519
YCL069W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YCL076W,0,0.143518519,0,0,0,0,0,0.143518519
YCR001W,0,0.134259259,0,0,0,0,0,0.134259259
YCR002C,0.123992512,0.273148148,0.099072718,0.033868325,0.027061529,0.012284275,0.003355427,0.273148148
YCR003W,0,0.143518519,0,0,0,0,0,0.143518519
YCR004C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCR005C,0.064188861,0.143518519,0.013421181,0.00921229,0.001926188,0.00086149,0.00012364,0.143518519
YCR007C,0,0.143518519,0,0,0,0,0,0.143518519
YCR008W,0,0.143518519,0,0,0,0,0,0.143518519
YCR009C,0,0.074074074,0.358223524,0,0.026535076,0,0,0.358223524
YCR010C,0,0.143518519,0.088335774,0,0.012677819,0,0,0.143518519
YCR011C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YCR012W,0.074527446,0.143518519,0.358223524,0.010696069,0.05141171,0.026697484,0.003831583,0.358223524
YCR014C,0.046074578,0.134259259,0.39238653,0.006185939,0.052681525,0.018079044,0.002427279,0.39238653
YCR015C,0,0.143518519,0,0,0,0,0,0.143518519
YCR016W,0,0.143518519,0,0,0,0,0,0.143518519
YCR020C-A,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YCR021C,0,0.143518519,0,0,0,0,0,0.143518519
YCR022C,0,0.143518519,0,0,0,0,0,0.143518519
YCR023C,0,0.143518519,0,0,0,0,0,0.143518519
YCR024C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YCR024C-A,0.023818671,0.143518519,0.047096144,0.00341842,0.006759169,0.001121768,0.000160994,0.143518519
YCR027C,0.023818671,0.143518519,0.128843338,0.00341842,0.018491405,0.003068877,0.000440441,0.143518519
YCR028C,0.032098981,0.143518519,0.047096144,0.004606798,0.006759169,0.001511738,0.000216962,0.143518519
YCR028C-A,0.040372187,0.143518519,0,0.005794156,0,0,0,0.143518519
YCR030C,0.023818671,0.143518519,0.017325525,0.00341842,0.002486534,0.000412671,5.92259E-05,0.143518519
YCR033W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR034W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YCR035C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCR036W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCR037C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YCR038C,0,0.143518519,0.375549048,0,0.053898243,0,0,0.375549048
YCR039C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR040W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR041W,0,0.143518519,0,0,0,0,0,0.143518519
YCR042C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR044C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YCR045C,0,0.143518519,0,0,0,0,0,0.143518519
YCR046C,0.059146688,0.143518519,0,0.008488645,0,0,0,0.143518519
YCR047C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCR048W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YCR050C,0,0.143518519,0,0,0,0,0,0.143518519
YCR052W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR053W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YCR054C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCR057C,0,0.013888889,0.39238653,0,0.005449813,0,0,0.39238653
YCR059C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCR060W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCR061W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YCR063W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YCR066W,0.033404951,0.143518519,0.39238653,0.004794229,0.056314734,0.013107653,0.001881191,0.39238653
YCR067C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YCR068W,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YCR071C,0,0.143518519,0,0,0,0,0,0.143518519
YCR072C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR073C,0,0.143518519,0,0,0,0,0,0.143518519
YCR075C,0,0.143518519,0.145192777,0,0.020837852,0,0,0.145192777
YCR076C,0,0.143518519,0,0,0,0,0,0.143518519
YCR077C,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YCR079W,0.103787493,0.013888889,0,0.001441493,0,0,0,0.103787493
YCR081W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR082W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YCR084C,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YCR086W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR087C-A,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR087W,0,0.143518519,0,0,0,0,0,0.143518519
YCR088W,0,0.013888889,0.358223524,0,0.004975327,0,0,0.358223524
YCR091W,0,0.143518519,0,0,0,0,0,0.143518519
YCR092C,0.085505576,0.143518519,0.39238653,0.012271634,0.056314734,0.033551236,0.004815224,0.39238653
YCR093W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YCR094W,0.023818671,0.143518519,0.103953148,0.00341842,0.014919202,0.002476026,0.000355356,0.143518519
YCR095C,0,0.143518519,0,0,0,0,0,0.143518519
YCR096C,0.052251918,0.143518519,0.39238653,0.007499118,0.056314734,0.020502949,0.002942553,0.39238653
YCR098C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YCR099C,0,0.143518519,0,0,0,0,0,0.143518519
YCR100C,0,0.143518519,0,0,0,0,0,0.143518519
YCR101C,0,0.143518519,0,0,0,0,0,0.143518519
YCR105W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YCR106W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YCR107W,0,0.143518519,0,0,0,0,0,0.143518519
YDL001W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL002C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL003W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL004W,0,0.143518519,0,0,0,0,0,0.143518519
YDL005C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YDL006W,0,0.143518519,0,0,0,0,0,0.143518519
YDL007W,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YDL008W,0.065077791,0.143518519,0,0.009339868,0,0,0,0.143518519
YDL011C,0,0.143518519,0,0,0,0,0,0.143518519
YDL012C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YDL013W,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YDL014W,0.063198237,0.143518519,0.39238653,0.009070117,0.056314734,0.024798137,0.003558992,0.39238653
YDL015C,0,0.143518519,0.537579307,0,0.077152586,0,0,0.537579307
YDL017W,0,0.018518519,0,0,0,0,0,0.018518519
YDL019C,0,0.143518519,0.128843338,0,0.018491405,0,0,0.143518519
YDL020C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YDL022W,0,0.143518519,0.371644705,0,0.053337898,0,0,0.371644705
YDL023C,0,0.143518519,0,0,0,0,0,0.143518519
YDL024C,0,0.143518519,0,0,0,0,0,0.143518519
YDL025C,0,0.134259259,0,0,0,0,0,0.134259259
YDL026W,0,0.143518519,0,0,0,0,0,0.143518519
YDL027C,0,0.143518519,0,0,0,0,0,0.143518519
YDL028C,0,0.143518519,0,0,0,0,0,0.143518519
YDL029W,0.303968865,0.101851852,0.358223524,0.030959792,0.036485729,0.108888798,0.011090526,0.358223524
YDL030W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL031W,0.043784704,0.143518519,0.39238653,0.006283916,0.056314734,0.017180528,0.002465724,0.39238653
YDL035C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YDL036C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YDL037C,0,0.143518519,0,0,0,0,0,0.143518519
YDL040C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL041W,0,0.143518519,0,0,0,0,0,0.143518519
YDL042C,0.064005962,0.143518519,0.39238653,0.009186041,0.056314734,0.025115077,0.003604479,0.39238653
YDL043C,0.062479126,0.273148148,0.39238653,0.017066058,0.107179654,0.024515967,0.006696491,0.39238653
YDL044C,0,0.143518519,0,0,0,0,0,0.143518519
YDL045C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL046W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YDL047W,0.285117102,0,0.358223524,0,0,0.102135653,0,0.358223524
YDL049C,0,0.143518519,0,0,0,0,0,0.143518519
YDL050C,0,0.143518519,0,0,0,0,0,0.143518519
YDL051W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL052C,0.053336477,0.143518519,0,0.007654772,0,0,0,0.143518519
YDL053C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YDL054C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YDL055C,0.048868525,0.074074074,0.358223524,0.003619891,0.026535076,0.017505855,0.00129673,0.358223524
YDL056W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL058W,0,0.143518519,0.59102001,0,0.084822317,0,0,0.59102001
YDL059C,0.213962037,0,0.39238653,0,0,0.083955821,0,0.39238653
YDL060W,0.043774854,0.143518519,0.750610054,0.006282502,0.107726443,0.032857846,0.004715709,0.750610054
YDL061C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL062W,0,0.143518519,0,0,0,0,0,0.143518519
YDL063C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YDL064W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YDL065C,0,0.143518519,0.475597853,0,0.0682571,0,0,0.475597853
YDL066W,0,0.143518519,0,0,0,0,0,0.143518519
YDL067C,0,0.143518519,0,0,0,0,0,0.143518519
YDL069C,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YDL070W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YDL071C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YDL072C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YDL073W,0,0.143518519,0,0,0,0,0,0.143518519
YDL074C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL075W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL076C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL077C,0,0.143518519,0.122986823,0,0.017650887,0,0,0.143518519
YDL079C,0,0.143518519,0,0,0,0,0,0.143518519
YDL080C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL081C,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YDL082W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL084W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL085W,0,0.143518519,0,0,0,0,0,0.143518519
YDL086W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YDL087C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YDL088C,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YDL089W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL090C,0,0.143518519,0,0,0,0,0,0.143518519
YDL091C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL092W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YDL093W,0.023818671,0.143518519,0.103953148,0.00341842,0.014919202,0.002476026,0.000355356,0.143518519
YDL094C,0,0.143518519,0,0,0,0,0,0.143518519
YDL095W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YDL096C,0,0.143518519,0,0,0,0,0,0.143518519
YDL097C,0.023818671,0.134259259,0,0.003197877,0,0,0,0.134259259
YDL098C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL099W,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YDL100C,0.119819012,0.143518519,0.509272816,0.017196247,0.07309008,0.061020566,0.008757581,0.509272816
YDL101C,0.122846599,0.074074074,0.39238653,0.009099748,0.029065669,0.048203351,0.003570619,0.39238653
YDL102W,0.045936008,0.143518519,0.39238653,0.006592668,0.056314734,0.018024671,0.002586874,0.39238653
YDL103C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL104C,0,0.143518519,0,0,0,0,0,0.143518519
YDL105W,0.043580887,0.143518519,0.39238653,0.006254664,0.056314734,0.017100553,0.002454246,0.39238653
YDL106C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL108W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YDL110C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YDL111C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YDL112W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YDL113C,0,0.143518519,0.185700342,0,0.026651438,0,0,0.185700342
YDL114W,0,0.143518519,0,0,0,0,0,0.143518519
YDL115C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YDL116W,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YDL117W,0.035499858,0.143518519,0.375549048,0.005094887,0.053898243,0.013331938,0.00191338,0.375549048
